surat_nomor,ayat_nomor,teks_id
59,4,"Dan, kalau bukan karena Allah telah menetapkan pengusir-an terhadap mereka, niscaya Dia telah mengazab mereka di dunia ini juga.3019 Dan bagi mereka ada azab api di akhirat."
59,5,"Hal yang demikian itu karena mereka menentang Allah dan Rasul-Nya, dan barangsiapa menentang Allah, maka sesung-guhnya azab Allah sangat keras."
59,6,"Apa saja yang kamu tebang dari pohon kurma3020 atau kamu membiarkannya berdiri pada akar-akarnya, maka itu dengan izin Allah, supaya Dia menghinakan orang-orang durhaka."
59,7,"Dan apa pun harta yang Allah berikan kepada Rasul-Nya sebagai ghanimah dari mereka adalah karunia Allah. Kamu tidak mengerahkan kuda dan tidak pula unta untuk memperoleh harta itu, akan tetapi Allah memberikan kewenangan kepada rasul-rasul-Nya atas siapa pun yang Dia kehendaki. Dan Allah Mahakuasa atas segala sesuatu."
59,8,"Apa pun harta3021 yang Allah berikan kepada Rasul-Nya sebagai ghanimah dari warga kota, itu bagi Allah, Rasul, kaum kerabat, anak yatim, orang miskin dan musafir, supaya harta itu tidak hanya beredar di antara orang-orang kaya dari antaramu. Dan apa pun yang diberikan Rasul kepadamu, maka ambillah itu,3022 dan apa pun yang dilarangnya bagimu, maka hindarilah dan bertakwalah kepada Allah. Sesungguhnya Allah sangat keras hukuman-Nya."
59,9,"Harta ghanimah itu untuk orang-orang miskin yang ber-hijrah, yang telah terusir dari rumah mereka dan dari harta mereka; mereka mencari karunia Allah dan keridhaan-Nya, dan mereka menolong Allah dan Rasul-Nya. Mereka itulah orang-orang yang benar."
59,10,"Dan untuk mereka yang telah mendirikan rumah di Medinah dan sudah beriman se-belum mereka, mereka mencintai orang-orang yang datang berhijrah kepada mereka, dan mereka tidak mendapati suatu keinginan dalam dada mereka mengenai apa yang diberikan kepada mereka itu, tetapi mereka mengutamakan kaum Muhajirin daripada diri mereka sendiri walaupun kemis-kinan menyertai mereka.3023 Dan barangsiapa dapat mengatasi kese-rakahan dirinya, maka mereka itu orang-orang yang akan berhasil,"
59,11,"Dan orang-orang yang da-tang sesudah mereka,3024 mereka berkata, “Wahai Tuhan kami, am-punilah kami dan saudara-saudara kami yang mendahului kami dalam keimanan, dan jangan-lah engkau tanamkan kedengkian di dalam hati kami terhadap orang-orang yang beriman. Wahai Tuhan kami, sesungguhnya Engkau Maha Pe-nyantun, Maha Penyayang.*"
59,12,"Apakah engkau tidak me-lihat orang-orang munafik yang berkata kepada saudara-saudara mereka yang ingkar dari antara Ahlikitab, “Sekiranya kamu diusir dari Medinah, tentu kami akan ikut keluar bersamamu, dan kami sekali-kali tidak akan tunduk kepada siapa pun untuk melawan kamu selama-lamanya, dan jika kamu diperangi, tentulah kami akan menolong kamu.”3025 Dan Allah menyaksikan sesungguhnya mereka itu pendusta."
59,13,"Jika mereka itu diusir, mereka yang munafik tidak akan ikut keluar bersama mereka, dan jika mereka diperangi, mereka tidak akan menolong mereka, dan sekiranya mereka itu menolong mereka, niscaya mereka akan membalikkan punggung mereka, kemudian mereka tidak akan ditolong."
59,14,Sesungguhnya kamu lebih ditakuti dalam hati mereka dari pada Allah. Yang demikian itu disebabkan mereka adalah kaum yang tidak mengerti.
59,15,Mereka tidak akan meme-rangi kamu bersama-sama kecuali dalam kota-kota berbenteng atau dari belakang dinding-dinding. Peperangan di antara mereka pun sangat hebat. Engkau mengira mereka bersatu-padu padahal hati mereka terpecah-belah.3026 Yang demikian itu disebabkan mereka adalah kaum yang tidak berakal.*
59,16,"Mereka seperti orang-orang yang telah berlalu sebelum me-reka dalam waktu dekat. Mereka merasakan akibat buruk perbuatan mereka,3027 dan bagi mereka ada azab yang pedih."
59,17,"Mereka seperti setan ketika ia berkata kepada manusia, “Ingkar-lah!” Maka ketika ia ingkar setan berkata, “Aku berlepas diri dari engkau, sesungguhnya aku takut kepada Allah, Tuhan semesta alam."
59,18,"Kesudahan mereka berdua ialah, bahwasanya keduanya ma-suk ke dalam api, mereka akan tinggal lama di dalamnya. Dan itulah pembalasan bagi orang-orang aniaya."
59,19,"Wahai orang-orang yang beriman, bertakwalah kepada Allah, dan hendaklah setiap jiwa memperhatikan apa yang dia persiapkan untuk esok hari, dan bertakwalah kepada Allah. Sesungguhnya Allah Maha-waspada atas apa yang kamu kerjakan."
59,20,"Dan janganlah kamu menjadi seperti orang-orang yang telah melupakan Allah, maka Dia pun menjadikan mereka lupa terhadap diri mereka sendiri. Mereka itulah orang-orang yang fasik."
59,21,Tidaklah sama ahli neraka dengan ahli surga. Ahli surga-lah yang akan memperoleh kemenangan.
59,22,"Sekiranya Kami menurun-kan Al-Quran ini kepada gunung, niscaya engkau akan melihatnya tunduk dan menjadi berkeping-keping3027A karena takut kepada Allah. Dan inilah perumpamaan-perumpamaan yang Kami ke-mukakan untuk manusia supaya mereka berpikir.*"
59,23,"Dia-lah Allah Yang tiada tuhan selain Dia, Maha Menge-tahui yang ghaib dan yang nam-pak, Dia Maha Pemurah, Maha Penyayang."
59,24,"Dia-lah Allah, yang tiada tuhan selain Dia, Maha Berdaulat, Mahasuci, Sumber segala ke-damaian, Pelimpah keamanan, Maha Pelindung, Mahaperkasa, Maha Penakluk, Mahaagung. Mahasuci Allah dari apa yang mereka persekutukan."
59,25,"Dia-lah Allah, Yang Maha Pencipta, Pembuat segala sesuatu, Pemberi bentuk; kepunyaan Dia-lah segala nama yang terindah. Apa pun yang ada di langit dan di bumi menyanjung kesucian-Nya, dan Dia-lah Yang Mahaperkasa, Mahabijaksana."
60,1,"Aku Baca dengan nama Allah, Maha Pemurah, Maha Penyayang."
60,2,"Hai orang-orang yang ber-iman, janganlah kamu menjadikan musuh-musuh-Ku dan musuh-musuhmu sebagai sahabat, kamu akan menyampaikan kepada me-reka amanat kecintaan,3028 padahal mereka telah mengingkari kebe-naran yang telah datang kepadamu dan mereka telah mengusir Rasul dan kamu sendiri dari rumah-rumah kamu karena kamu telah beriman kepada Allah, Tuhanmu. Jika kamu keluar berjihad di jalan-Ku dan mencari keridhaan-Ku sebagian kamu secara sembunyi-sembunyi menyampaikan kepada mereka amanat kecintaan, sedang Aku sangat mengetahui apa pun yang kamu sembunyikan dan apa pun yang kamu tampakkan. Dan barangsiapa di antaramu berbuat demikian, maka ia sesungguhnya telah sesat dari jalan lurus."
60,3,"Sekiranya mereka menang-kap kamu, mereka akan menjadi musuh-musuh bagimu dan akan menjangkaukan tangan mereka dan lidah mereka terhadapmu dengan maksud buruk; dan mereka selalu ingin seandainya kamu menjadi ingkar."
60,4,Kerabat-kerabatmu dan anak-anakmu sama sekali tidak akan memberi manfaat kepadamu pada Hari Kiamat. Dia akan memberi putusan di antaramu. Dan Allah Maha Melihat apa yang kamu kerjakan.
60,5,"Sesungguhnya bagimu ada contoh yang baik dalam diri Ibrahim3029 dan orang-orang yang besertanya, ketika mereka berkata kepada kaum mereka, ”Sesung-guhnya kami berlepas diri dari kamu dan dari apa yang kamu sembah selain Allah, kami mengingkari kamu. Dan telah nyata permusuhan dan kebencian di antara kami dan kamu untuk selama-lamanya hingga kamu beriman kepada Allah semata – kecuali yang dikatakan Ibrahim kepada bapaknya sebagai suatu pengecualian, ”Tentu aku akan bagi engkau, meskipun aku tidak ber-daya menolong engkau ampunan memohonkan sedikit pun terhadap Allah.” Ia berdoa, “Wahai Tuhan kami, kepada Engkau kami bertawakkal dan kepada Engkau kami tunduk dan kepada Engkau kami akan kembali.”"
60,6,"“Wahai Tuhan kami, jangan-lah Engkau menjadikan kami fit-nah bagi orang-orang yang ingkar, dan ampunilah kami wahai Tuhan kami; karena sesungguhnya Eng-kau Mahaperkasa, Mahabijak-sana.”"
60,7,"Sesungguhnya dalam diri mereka ada contoh yang baik bagi-mu – untuk orang yang meng-harapkan bertemu dengan Allah dan Hari kemudian. Dan barang-siapa berpaling – maka ketahuilah sesungguhnya Allah Mahakaya, Maha Terpuji."
60,8,"Mudah-mudahan Allah men-jadikan kecintaan di antaramu dan orang-orang yang kamu dengan mereka saling bermusuhan,3030 dan Allah Mahakuasa; Dan Allah Maha Pengampun, Maha Penyayang."
60,9,"Allah tidak melarang kamu untuk berbuat baik dan berlaku adil terhadap orang-orang yang tidak memerangimu karena agama kamu, dan yang tidak mengusirmu dari rumah-rumahmu. Sesungguhnya Allah mencintai orang-orang yang berlaku adil.*"
60,10,"Allah melarang kamu men-jadikan mereka yang memerangi kamu karena agama dan telah me-ngusir kamu dari rumah-rumahmu dan yang telah membantu untuk mengusirmu, dan barangsiapa ber-teman dengan mereka – maka mereka itulah orang-orang yang aniaya."
60,11,"Hai orang-orang yang ber-iman! Apabila perempuan-perem-puan mukmin datang kepadamu sebagai muhajir, maka ujilah3031 mereka. Allah lebih mengetahui keimanan mereka. Lalu jika kamu mendapati mereka sebagai wanita-wanita beriman, maka janganlah kamu mengembalikan mereka ke-pada orang-orang kafir. Perempuan- perempuan itu tidak halal bagi mereka dan mereka pun tidak halal bagi perempuan-perempuan itu. Tetapi berikanlah kepada suami-suami mereka yang kafir apa yang telah mereka belanjakan sebagai mahar. Dan tidak ada dosa bagimu untuk menikahi mereka apabila kamu telah memberikan kepada mereka maskawin. Dan janganlah kamu mempertahankan tali per-nikahan dengan perempuan-perempuan kafir tetapi haruslah mereka ikut kepada orang-orang kafir itu, dan mintalah kembali apa yang telah kamu belanjakankan sebagai mahar; dan hendaknya suami-suami yang kafir dari perempuan-perempuan beriman meminta apa yang telah mereka belanjakan. Demikianlah keputusan Allah. Dia-lah Yang Menghakimi di antaramu. Dan Allah Maha Mengetahui, Mahabijaksana."
60,12,"Dan jika salah seorang dari istri-istrimu lari darimu kepada orang-orang kafir, lalu kamu mem-balas mereka dan mendapatkan ghanimah dari orang-orang kafir, maka berikanlah kepada orang-orang mukmin yang istri-istrinya telah melarikan diri sebanyak yang telah mereka, suami-suami itu, belanjakan.3032 Dan bertakwalah kepada Allah Yang kepada-Nya kamu beriman."
60,13,"Wahai perempuan-perempuan mukmin hendak baiat engkau Nabi! Jika datang kepada kepada engkau bahwa mereka tidak akan menyekutukan sesuatu pun dengan Allah, tidak akan mencuri dan tidak akan berzina, tidak akan membunuh anak-anak mereka, tidak akan melemparkan suatu tuduhan yang sengaja dibuat-buat antara tangan dan kaki mereka, dan tidak akan mendurhakai engkau dalam hal yang baik, maka terimalah baiat mereka dan mintalah ampunan bagi mereka dari Allah. Sesungguhnya Allah Maha Pengampun, Maha Penyayang."
60,14,Hai orang-orang yang beriman! Janganlah kamu ber-teman dengan suatu kaum yang Allah murka atas mereka; se-sungguhnya mereka telah ber-putus asa tentang akhirat3033 sebagaimana orang-orang kafir telah berputus asa tentang orang-orang yang ada dalam kubur.
61,1,"Aku Baca dengan nama Allah, Maha Pemurah, Maha Penyayang."
61,2,"Apa pun yang ada di langit dan di bumi bertasbih kepada Allah, dan Dia-lah Yang Maha-perkasa, Mahabijaksana."
61,3,"Hai orang-orang yang ber-iman, mengapakah kamu me-ngatakan apa-apa yang tidak kamu kerjakan?3034"
61,4,Sangatlah dibenci di sisi Allah bahwa kamu mengatakan apa-apa yang tidak kamu kerjakan.
61,5,"Sesungguhnya Allah men-cintai orang-orang yang ber-perang di jalan-Nya dalam barisan, seakan-akan mereka itu suatu bangunan yang tersusun kokoh.3035"
61,6,"Dan ingatlah ketika Musa berkata kepada kaumnya, “Hai kaumku! Mengapa kamu me-nyakitiku,3036 padahal sungguh kamu mengetahui bahwa aku Rasul Allah kepada kamu se-kalian?” Maka tatkala mereka menyimpang dari jalan benar, Allah pun menyebabkan hati mereka menyimpang, dan Allah tidak memberi petunjuk kepada kaum yang durhaka."
61,7,"Dan ingatlah ketika ‘Isa Ibnu Maryam berkata, “Hai Bani Israil! Sesungguhnya aku Rasul Allah kepadamu sekalian, membenarkan apa yang ada sebelumku yaitu Taurat, dan memberi kabar suka tentang bernama Ahmad.” yang seorang rasul yang akan datang sesudahku,3037 Maka tatkala ia datang kepada mereka dengan bukti-bukti yang nyata mereka berkata, “Ini adalah sihir yang nyata!”*"
61,8,Dan siapakah yang lebih aniaya daripada orang-orang yang mengada-adakan dusta terhadap Allah padahal ia diajak kepada Islam?3038 Dan Allah tidak akan memberi petunjuk kepada kaum yang aniaya.
61,9,"Mereka hendak memadam-kan cahaya Allah3039 dengan mulut mereka, padahal Allah akan menyempurnakan cahaya-Nya, walau pun orang-orang kafir tidak menyukai.*"
61,10,Dia-lah Yang mengirimkan Rasul-Nya dengan petunjuk dan dengan agama yang benar supaya Dia memenangkannya atas semua agama3040 walaupun orang-orang musyrik tidak menyukai.*
61,11,"Hai orang-orang yang ber-iman, Maukah Aku tunjukkan kepadamu perdagangan3041 yang akan menyelamatkan kamu dari azab yang pedih?"
61,12,"Kamu beriman kepada Allah dan Rasul-Nya, dan kamu berjihad di jalan Allah dengan harta dan jiwamu. Hal itu lebih baik bagimu jika kamu mengetahui.**"
61,13,"Dia akan mengampuni dosa-dosamu, dan Dia akan memasuk-kanmu ke kebun-kebun yang di bawahnya mengalir sungai-sungai dan ke tempat-tempat tinggal yang suci lagi menyenangkan di dalam surga yang kekal. Itulah keme-nangan yang besar."
61,14,"Dan Ia akan menganu-gerahkan kepadamu karunia-karunia yang lain yang kamu mencintainya, yaitu pertolongan Allah dan kemenangan yang dekat, dan berilah kabar suka kepada orang-orang mukmin."
61,15,"Wahai orang-orang yang beriman, jadilah kamu para pe-nolong Allah sebagaimana ‘Isa Ibnu Maryam berkata kepada kaum Hawari, “Siapakah para pe-nolongku di jalan Allah?” kaum Hawari menjawab, “Kamilah para penolong Allah”, maka segolong-an dari Bani Israil beriman dan segolongan lainnya ingkar, lalu Kami mengokohkan orang-orang yang beriman untuk menghadapi musuh-musuh mereka, maka mereka menjadi3042 orang-orang yang menang."
62,1,"Aku Baca dengan nama Allah, Maha Pemurah, Maha Penyayang."
62,2,"Apapun yang ada di langit dan di bumi bertasbih kepada Allah, Yang Maha Berdaulat, Mahasuci, Mahaperkasa, Mahabijaksana.3043"
62,3,"Dialah Yang telah membang-kitkan di tengah-tengah bangsa yang ummi3044 seorang rasul dari antara mereka, yang membacakan kepada mereka tanda-tanda-Nya dan mensucikan mereka, dan mengajarkan kepada mereka dan hikmah, kitab3045 walaupun sebelumnya mereka berada dalam kesesatan yang nyata.*"
62,4,"Dan Dia akan membang-kitkannya juga pada kaum lain dari antara mereka yang belum bertemu dengan mereka.3046 Dan Dia-lah Yang Maha Perkasa, Maha-bijaksana.*"
62,5,"Itulah karunia Allah, Dia menganugerahkannya kepada siapa yang Dia kehendaki; Dan Allah Mempunyai karunia yang besar.**"
62,6,"Perumpamaan orang-orang yang dipikulkan kepada mereka Taurat lalu mereka tidak memikul-nya, adalah seumpama keledai yang memikul kitab-kitab. Sangat buruk perumpamaan kaum yang mendustakan Tanda-tanda Allah. Dan Allah tidak akan memberi petunjuk kaum yang aniaya."
62,7,"Katakanlah, “Hai orang-orang Yahudi, sekiranya kamu mengaku bahwa kamu sahabat-sahabat Allah selain manusia lain-nya, maka inginkanlah kemati-an3047 jika kamu orang-orang benar."
62,8,Dan mereka tidak meng-inginkannya selama-lamanya di-karenakan oleh apa yang telah diperbuat tangan mereka. Dan Allah Maha Mengetahui orang-orang yang aniaya.
62,9,"Katakanlah, ”Sesungguh-nya kematian yang kamu lari dari padanya, maka itu akan menemui kamu, kemudian kamu akan dikembalikan kepada Yang Maha Mengetahui, Yang Gaib dan Yang Nampak, lalu Dia akan memberitahukan kepadamu tentang apa yang telah kamu perbuat."
62,10,"Hai orang-orang yang ber-iman, apabila kamu diseru untuk shalat pada hari Jum’at,3047A maka bersegeralah untuk mengingat Allah, dan tinggalkanlah jual-beli. Yang demikian itu lebih baik bagimu jika sekiranya kamu mengetahui."
62,11,"Dan apabila shalat telah ditunaikan, maka bertebaranlah kamu di bumi dan carilah karunia Allah,3048 supaya kamu beruntung. dan ingatlah Allah sebanyak-banyaknya"
62,12,"Dan apabila mereka me-lihat sesuatu perniagaan atau hiburan, berlarian mereka me-nuju kepadanya dan meninggalkan engkau berdiri sendirian. Kata-kanlah, “Apa yang di sisi Allah itu lebih baik daripada hiburan dan perniagaan. Dan Allah Sebaik-baik Pemberi rezeki.”"
63,1,"Aku Baca dengan nama Allah, Maha Pemurah, Maha Penyayang."
63,2,"Apabila orang-orang muna-fik3049 datang kepada engkau dan berkata, “Kami bersaksi sesungguhnya engkau Rasul Allah.” Dan Allah mengetahui bahwa engkau sungguh Rasul-Nya. Dan Allah menyaksikan, sesungguhnya orang-orang mu-nafik benar-benar pendusta.*"
63,3,Mereka perisai; maka mereka menjadikan sum-pah-sumpahmenghalangi mereka orang-orang dari jalan Allah. Sesungguhnya sangat buruk apa yang senantiasa mereka kerjakan.
63,4,"Yang demikian itu disebab-kan mereka beriman, kemudian mereka ingkar, lalu dibubuhkan cap atas hati mereka, karena itu mereka tidak mengerti.3050"
63,5,"Dan apabila engkau me-lihat mereka, tubuh mereka mem-buat engkau kagum. Dan jika mereka berbicara, engkau mende-ngarkan perkataan mereka. Me-reka itu seakan-akan kayu yang tersandar,3051 mereka mengira bahwa setiap teriakan adalah terhadap mereka. Mereka itu adalah musuh yang sebenarnya, maka waspadalah terhadap me-reka. Semoga Allah membinasa-kan mereka, bagaimana mereka dipalingkan?"
63,6,"Dan apabila dikatakan ke-pada mereka, “Marilah, supaya Rasulullah memohonkan ampun-an bagimu,” mereka memalingkan kepala mereka, dan engkau me-lihat mereka menghalang-halangi kebenaran dan mereka menyom-bongkan diri."
63,7,"Sama saja bagi mereka, apakah engkau memohonkan am-punan bagi mereka atau engkau tidak memohonkan ampunan bagi mereka. Allah sama sekali tidak akan pernah mengampuni mereka. Sesungguhnya Allah tidak akan memberi petunjuk kepada kaum yang durhaka."
63,8,"Mereka itulah orang-orang yang berkata, “Janganlah mem-belanjakan harta bagi orang yang ada bersama Rasul Allah supaya mereka lari dan meninggalkan-nya.3052 Padahal kepunyaan Allah khazanah-khazanah langit dan bumi; akan tetapi orang-orang munafik itu tidak mengerti."
63,9,"Mereka berkata, “Jika kita kembali ke yang paling orang Medinah, tentulah orang yang paling mulia akan mengeluarkan hina3053 darinya.” Padahal kemuliaan hakiki itu kepunyaan Allah, Rasul-Nya dan orang-orang mukmin; akan tetapi orang-orang munafik tidak mengetahui."
63,10,"Hai orang-orang yang ber-iman, janganlah harta dan anak-anakmu melalaikan kamu dari berdzikir kepada Allah. Dan ba-rangsiapa yang berbuat demi-kian, maka mereka itulah orang-orang yang rugi."
63,11,"Dan belanjakanlah dari apa yang telah Kami rezekikan kepadamu sebelum kematian datang kepada salah seseorang di antaramu, lalu ia berkata, Seandainya Tuhan, ”Wahai Engkau memberi tenggang waktu kepadaku sedikit waktu, pasti aku akan bersedekah dan menjadi bagian orang-orang yang saleh.”"
63,12,"Dan Allah sekali-kali tidak akan memberi tangguh kepada suatu jiwa pun, apabila ajalnya3054 telah tiba. Dan Allah Maha Mengetahui apa yang kamu kerjakan."
64,1,"Aku Baca dengan nama Allah, Maha Pemurah, Maha Penyayang."
64,2,"Apa yang ada di langit dan apa yang ada di bumi bertasbih3055 kepada Allah, kepunyaan-Nya ke-rajaan dan kepunyaan-Nya segala puji, dan Dia Mahakuasa atas segala sesuatu."
64,3,"Dia-lah Yang menciptakan kamu, maka di antaramu ada yang kafir dan di antaramu ada yang mukmin.3056 Dan Allah Maha Melihat apa yang kamu kerjakan."
64,4,"Dia menciptakan langit dan bumi dengan hak, dan Dia memberi kamu bentuk, maka Dia menjadikan rupamu indah, dan kepada-Nya tempat kembali.3057"
64,5,"Dia mengetahui apa pun yang ada di langit dan bumi, dan Dia mengetahui apa pun yang kamu sembunyikan dan apa pun yang kamu tampakkan.3058 Dan Allah Maha Mengetahui yang ada di dalam dada."
64,6,Apakah tidak datang ke-pada kamu berita orang-orang yang ingkar sebelumnya? Mereka merasakan akibat buruk perbuatan mereka dan bagi mereka ada azab yang pedih.
64,7,"Yang demikian itu di-sebabkan rasul-rasul mereka datang kepada mereka dengan tanda-tanda yang nyata, tetapi mereka berkata, “Apakah ma-nusia yang memberi petunjuk kepada kami?” Maka mereka ingkar dan berpaling, dan Allah tidak memerlukan mereka. Dan Allah Mahakaya, Maha Terpuji."
64,8,"Orang-orang yang ingkar menyangka3059 bahwa mereka sama sekali tidak akan di-bangkitkan.3059AKatakanlah, “Tidak, bahkan demi Tuhan-ku, kamu pasti akan dibangkitkan; kemudian kamu pasti akan diberi tahu tentang apa yang telah kamu kerjakan. Dan yang demikian itu mudah bagi Allah."
64,9,"Maka berimanlah kepada Allah dan Rasul-Nya, dan kepada Cahaya3060 yang telah Kami turunkan. Dan Allah Maha-waspada atas apa yang kamu kerjakan."
64,10,"Pada Hari Dia akan meng-himpunkan kamu pada Hari Perhimpunan, itulah Hari penen-tuan rugi dan untung.3061 Dan barangsiapa beriman kepada Allah dan beramal saleh, Dia akan menghapuskan darinya ke-burukan-keburukannya, dan Dia akan memasukkannya ke dalam kebun-kebun yang di bawahnya mengalir sungai-sungai, mereka akan tinggal di dalamnya selama-lamanya. Itulah kemenangan yang besar."
64,11,"Dan orang-orang yang kafir serta mendustakan tanda-tanda Kami, mereka itu penghuni api, mereka akan tinggal lama di dalamnya. Dan itu seburuk-buruk tempat kembali."
64,12,Musibah tidaklah dapat menimpa seseorang kecuali de-ngan izin3062 Allah. Dan barang-siapa beriman kepada Allah Dia memberi petunjuk kepada hati-nya. Dan Allah Maha Mengetahui segala sesuatu.
64,13,"Dan taatlah kepada Allah dan taatlah kepada Rasul, tetapi jika kamu berpaling maka keta-huilah sesungguhnya bagi Rasul Kami hanyalah menyampaikan amanat yang jelas."
64,14,"Allah, tidak ada tuhan selain Dia. Dan kepada Allah hendaknya orang-orang mukmin bertawakkal."
64,15,"Hai orang-orang yang ber-iman, sesungguhnya sebagian istri-istrimu dan anak-anakmu adalah musuh bagimu, maka waspadalah terhadap mereka, dan jika kamu memaafkan dan tidak memarahi, dan mengampuni maka sesungguhnya Allah Maha Peng-ampun, Maha Penyayang."
64,16,"Sesungguhnya hartamu dan anak-anakmu adalah ujian. Dan Allah, di sisi-Nya ganjaran yang besar.*"
64,17,"Maka bertakwalah kepada Allah menurut kemampuanmu, dengarlah dan taatlah, serta be-lanjakanlah hartamu, hal itu baik bagi dirimu. Maka barangsiapa dirinya dipelihara dari kebakhilan maka mereka itulah orang-orang yang sukses."
64,18,"Jika kamu meminjamkan kepada Allah suatu pinjaman yang baik3063 niscaya Dia akan melipatgandakan bagimu, dan akan mengampunimu. Dan Allah Maha Menghargai, Maha Pe-nyantun."
64,19,"Dia Maha Mengetahui yang gaib dan yang nampak,3063A Mahaperkasa, Mahabijaksana."
65,1,"Aku Baca dengan nama Allah, Maha Pemurah, Maha Penyayang."
65,2,"Hai Nabi! Apabila kamu perempuan-perempuan, menceraikan3064 maka hendaklah kamu menceraikan mereka me-nurut ‘iddah mereka, dan hitunglah ‘iddah itu, dan bertakwalah kepada Allah Tuhanmu, jangan-lah kamu mengusir mereka dari rumahnya,3064A dan janganlah mereka sendiri keluar kecuali kalau mereka berbuat kekejian yang nyata. Dan itulah batas-batas Allah. Dan barangsiapa melampaui batas-batas allah, maka sesungguhnya ia meng-aniaya dirinya sendiri. Engkau tidak mengetahui, boleh jadi Allah akan menzahirkan sesudah itu suatu hal3065 yang lain."
65,3,"Lalu apabila mereka sampai pada akhir ‘iddah mereka, maka tahanlah mereka dengan baik atau pisahlah mereka dengan cara yang baik, dan ajukanlah dua orang saksi yang adil dari antaramu; dan berikanlah kesaksian karena Allah. Demikianlah diberi nasihat dengan itu orang yang beriman kepada Allah dan Hari Akhir. Dan barangsiapa bertakwa kepada Allah, Dia akan menjadikan jalan keluar untuknya,3066"
65,4,"Dan Dia akan memberikan rezeki kepadanya dari arah yang tidak pernah ia sangka. Dan barangsiapa bertawakkal kepada Allah, maka Dia memadai bagi-nya. urusan-Nya. Sesungguhnya Allah telah Sesungguhnya Allah me-nyempurnakan me-netapkan ketentuan bagi segala sesuatu."
65,5,"Dan perempuan-perempuan yang putus asa tentang haid dari jika kamu ragu perempuan-perempuanmu,3067 tentang ‘iddah, maka ‘iddah mereka adalah tiga bulan, dan demikian juga bagi perempuan-perempuan yang be-lum mendapat haid. Dan menge-nai perempuan-perempuan hamil ‘iddah mereka adalah sampai melahirkan kandungan mereka. Dan barangsiapa bertakwa kepada Allah, Dia menjadikan baginya kemudahan dalam urusannya."
65,6,"Demikianlah perintah Allah yang diturunkan-Nya kepadamu. Dan barangsiapa bertakwa3068 kepada Allah, Dia menghapuskan darinya keburukan-keburukannya, dan memperbesar ganjaran bagi-nya."
65,7,"Tempatkanlah mereka di mana kamu tinggal menurut kemampuanmu,3068A dan jangan-lah kamu menyusahkan mereka sehingga menimbulkan kesem-pitan pada mereka. Dan jika mereka hamil, maka berikanlah nafkah kepada mereka hingga mereka melahirkan kandungan mereka, dan jika mereka me-nyusui anak bagimu, berikanlah kepada mereka upah mereka, dan bermusyawarahlah di antaramu dengan cara yang baik; tetapi jika di antaramu menemui kesulitan satu sama lain, maka biarlah seorang perempuan lain menyu-sui si anak bagi ayah-nya."
65,8,"Hendaklah orang yang mempunyai kelapangan rezeki menafkahkan sesuai dengan ke-lapangannya. Dan barangsiapa yang disempitkan rezekinya, maka hendaknya menafkahkan dari apa yang yang Allah berikan kepadanya. Allah tidak mem-bebani suatu jiwa melainkan apa yang telah Dia berikan kepadanya. Allah akan segera menjadikan kemudahan sesudah kesulitan."
65,9,"Berapa banyak kota yang telah mendurhakai perintah Tuhan-nya3069 dan rasul-rasul-Nya, lalu Kami membuat per-hitungan dengan mereka dengan perhitungan yang keras, dan Kami azab mereka dengan azab yang mengerikan."
65,10,"Maka mereka merasakan akibat buruk3070 dari perbuatan-nya, dan akibat perbuatannya itu adalah kerugian."
65,11,"Allah telah menyediakan bagi mereka azab yang sangat keras; maka bertakwalah kepada Allah, hai orang-orang yang berakal yang beriman! Sesung-guhnya Allah telah menurunkan kepadamu seorang Pemberi ingat,"
65,12,"Seorang Rasul yang mem-bacakan kepadamu ayat-ayat Allah yang menerangkan supaya ia mengeluarkan orang-orang yang beriman dan beramal saleh dari kegelapan kepada cahaya. Dan barangsiapa beriman kepada Allah dan beramal saleh, Dia akan memasukkannya ke dalam kebun-kebun yang di bawahnya mengalir sungai-sungai, tinggal di dalamnya untuk selama-lamanya. Sesung-guhnya Allah telah memberikan rezeki yang baik kepadanya.*"
65,13,"Allah-lah yang Yang men-ciptakan tujuh langit dan bumi yang seperti itu juga.3070A Turun perintah-Nya di antaranya, supaya kamu mengetahui bahwa Allah Mahakuasa atas segala sesuatu; dan sesungguhnya Allah, ilmu-Nya meliputi segala sesuatu."
66,1,"Aku Baca dengan nama Allah, Maha Pemurah, Maha Penyayang."
66,2,"Hai Nabi! Mengapa engkau mengharamkan apa yang telah Allah halalkan bagi engkau hanya karena engkau ingin menyenang-kan hati istri-istri engkau?3071 Dan Allah Maha Pengampun, Maha Penyayang.*"
66,3,"Sungguh Allah telah me-wajibkanmu membebaskan diri dari sumpah-sumpahmu yang menimbulkan fitnah,3072 dan Allah adalah Pelindungmu, dan Dia Maha Mengetahui, Maha-bijaksana.*"
66,4,"Dan ketika Nabi men-ceritakan suatu hal secara rahasia kepada salah seorang istri-istrinya; maka tatkala istrinya membocorkan tentang hal itu dan Allah men-zahirkannya kepada dia, dia memberitahukan sebagian darinya kepada istrinya dan sebagian lagi dia menyembunyikannya, maka tatkala dia memberitahukan kepada istrinya tentang hal itu, istrinya bertanya, “Siapakah yang mem-beritahukan3073 hal ini kepada engkau?” Nabi berkata, “Dia Yang Maha Mengetahui dan Maha Mengenal telah memberitahukan kepadaku.”"
